word,x_values,y_values,count
gone,0.31886464,-0.026156034,12
soon,0.91841054,0.12347527,33
story,1.2564325,0.0070706005,37
logo,0.28991768,-0.03499532,12
little,0.56068367,-0.05683151,23
charge,1.0417713,-0.01115219,26
donating,0.33983988,-0.033159226,12
spending,0.2555189,-0.016840111,13
released,0.5276346,0.040426362,21
hmmm,-0.0038747995,0.16398658,12
glad,0.33221558,-0.031369127,15
feeling,0.30992267,-0.006184801,12
totally,0.26924175,-0.023531301,16
light,0.5848647,-0.024478234,16
showing,1.0759661,0.09266762,40
moment,0.46087804,-0.036617864,14
small,0.6075283,-0.04949187,16
startupbus,0.4324621,-0.01644652,16
door,0.13291195,-0.0061422023,16
interview,0.7930711,-0.042192508,28
disaster,0.41049585,-0.022840435,13
staring,0.18064724,-0.026179576,12
able,0.9738852,0.021538755,36
afford,0.30959368,0.06644174,16
consider,0.49825764,0.12337777,19
therapy,0.45520738,-0.007867035,16
route,0.92336094,-0.11579781,41
choice,0.88044953,-0.06580566,30
trend,0.24317357,0.033062562,11
interested,0.35947406,-0.03773794,15
feel,1.1155537,-0.06244109,40
hanging,0.09378013,-0.021292053,13
community,0.34848237,-0.028812421,11
forgot,0.22100483,-0.020471152,11
fight,0.8002175,-0.04135277,20
owner,0.54930645,-0.026801258,19
cloud,0.8925135,-0.021475399,21
friendly,0.4864758,-0.03586897,14
podcast,0.6142942,-0.064463526,16
walking,0.8885964,-0.10548756,32
almost,0.68083274,-0.058703408,24
always,1.0344616,-0.053751316,25
usguys,0.18819723,0.010913298,12
jealous,0.44571108,-0.050020963,22
posterous,0.28232044,-0.005881204,13
explanation,0.30305448,-0.015626347,11
coffee,0.361001,-0.040530786,17
care,0.50193703,-0.010011814,14
peep,0.46016476,0.056071915,20
though,0.39741516,-0.013644097,14
analytics,1.1703533,0.0064240755,32
googlecircles,0.11006454,0.07487345,11
dancing,0.012619919,0.039866805,13
augmented,0.592342,-0.06321375,16
reality,0.77170694,-0.081673235,19
browser,0.77191645,-0.038066946,19
lightbox,-0.02298617,-0.022614103,13
announced,0.34256443,0.059330948,16
expected,0.4388387,-0.018214766,12
signal,0.16980954,0.023707485,11
listen,0.22582057,-0.02814807,11
helping,0.21148111,0.001737853,11
valid,1.5643023,-0.041554987,48
infektd,1.3740051,-0.03251491,48
necro,0.12506104,-0.018221952,13
concert,0.4580118,-0.023543822,14
hard,0.7027586,-0.04482777,22
announcement,0.2967577,-0.0005473133,11
whole,0.49031383,-0.053832855,16
reason,0.22312954,0.01632204,15
finding,0.34167048,-0.027784513,14
information,0.89344436,-0.05707269,25
well,1.8817587,-0.14941803,70
loving,0.29071832,-0.014232728,15
move,0.5603556,-0.045749705,27
player,0.6587789,-0.028291456,17
newsapps,0.88616776,-0.025004001,31
doc,0.42221352,-0.041279756,12
table,0.4598077,-0.021828631,15
three,0.19193015,-0.016200261,13
usage,0.5818617,-0.1956403,38
zomb,0.011114322,-0.018070351,11
official,0.6928122,-0.07565035,30
paper,0.27037618,0.0051688477,11
different,0.60833675,-0.044161726,17
themed,0.1660265,0.09644399,12
costume,0.11351096,0.08700689,11
impressive,0.056395706,-0.04365786,11
finally,0.4274935,-0.04234662,22
high,0.71492726,-0.05742991,18
founder,0.481077,-0.043309793,13
market,1.1217854,-0.16350013,34
accessibility,0.21468176,-0.04111781,12
circus,-0.039080728,0.073049694,11
grape,0.3030484,-0.03489301,11
congrats,0.6338861,-0.04928859,26
andoid,0.043942854,-0.057828944,11
important,0.6473217,0.050222833,25
japanese,0.4682063,-0.044565633,14
quake,0.33549082,-0.013519011,14
unofficial,0.41946968,-0.0056485343,13
expect,0.29310977,0.007268252,14
exclusive,0.28835312,-0.027910542,15
floor,0.6373808,-0.010272134,18
sxflip,0.18838373,0.011458167,15
tried,0.41267696,0.006448801,15
brought,0.3634421,-0.035209887,14
including,1.0087132,-0.011704227,30
drop,0.46533155,-0.05880847,13
downloading,0.19591084,-0.023321295,11
favorite,0.5709492,-0.03913961,19
indie,0.2727181,-0.022055134,12
survive,0.36275566,-0.017008731,15
custom,0.0064038774,-0.053377222,11
feed,0.14417888,-0.03956869,11
beard,0.21886067,-0.00073055585,11
order,0.24885489,0.0038287707,12
enter,0.6489584,-0.07950545,27
insight,0.28463298,-0.02269292,13
zlf,0.15397552,0.001463638,15
pack,0.9778025,-0.061871946,25
original,0.48793456,-0.043713316,15
welcome,0.3879544,-0.022936275,14
keyboard,0.7518442,-0.06754043,12
drive,0.48750773,-0.06373627,20
said,0.8618031,-0.070569046,34
steve,0.6836791,-0.04844916,14
smackdown,0.12542129,-0.012396768,11
robot,0.38471234,0.009480008,12
title,0.45379448,-0.004648024,13
latitude,0.21926628,-0.0154139735,12
competitor,0.2248824,0.032830104,11
asked,0.4956686,-0.026979033,19
mike,0.57510555,-0.021313107,20
water,0.27120885,-0.04458949,12
boomer,0.744148,-0.07955931,31
classiest,0.08913908,0.004355562,11
fascist,0.4534877,-0.008764456,16
worry,0.2622158,-0.03354184,12
kick,0.112645455,-0.012120737,13
envy,0.26189032,0.01083242,13
challenge,0.4871925,-0.05424542,18
killing,0.3479184,-0.026232483,18
lonely,0.21821573,-0.03596567,17
planet,0.22648576,-0.052021913,15
kind,0.51169646,-0.00047353283,16
dear,0.315884,-0.025535733,15
pearl,0.2316009,-0.037790712,15
happens,0.51200163,-0.03399678,13
leanstartup,0.28560883,-0.017605724,11
confirmed,0.12164929,0.0014474592,18
novelty,-0.020156149,-0.023008892,11
fade,0.14986102,-0.04873623,12
reading,0.80525184,-0.04959477,19
hosted,0.17377609,-0.005145972,12
advice,0.109118186,-0.032196097,11
featured,0.9293469,-0.08485934,40
ton,0.23299918,-0.0022546381,11
useful,0.70553607,-0.03885156,20
blue,0.6425671,-0.0258146,16
double,0.5069975,-0.0126448665,15
signing,0.21913624,0.012499235,12
visit,0.7933154,-0.07063341,26
art,0.2981696,-0.01644574,13
thinking,0.33659297,-0.042838063,16
handle,0.17253995,-0.035539657,12
watching,0.47514123,-0.06373483,24
checking,0.75216585,-0.0968383,36
kill,0.35164878,-0.0047025727,12
wearing,0.4250503,-0.036104355,12
smartphone,0.29256535,-0.01945912,12
discovr,0.34801254,-0.05098207,13
chris,0.57069737,0.0020033573,15
swarm,0.26641256,0.045897502,15
crowley,0.49899668,-0.017026711,17
ireport,0.09143405,-0.023207871,11
taco,0.44832954,-0.040734857,11
youtube,0.32833937,-0.0504582,12
personalized,0.5652502,-0.022456616,14
heart,0.6014676,-0.049797833,16
kinda,0.19197397,-0.02374429,11
contest,0.19944797,0.0037562654,13
appears,0.1613809,-0.063474596,14
marissagoogle,0.5787601,-0.0721969,28
style,0.43568647,-0.021202011,12
online,0.6358453,0.014158143,20
baby,0.1740509,-0.031457104,12
bank,0.5944384,-0.039796766,14
recap,0.27111953,-0.043848235,13
project,0.7668471,-0.047885716,27
guard,0.031324208,-0.024364684,13
possible,0.027343443,0.12889773,12
trip,0.9602109,-0.033359773,19
lustre,0.13415577,-0.040478375,13
rumour,-0.046255715,0.19425838,11
native,0.4129196,-0.02624863,12
heat,0.5078168,-0.028380888,18
side,0.34023997,-0.013868214,12
driver,0.2121034,-0.043447845,11
scene,0.23668674,-0.0010040555,11
yourmom,0.10538328,-0.023694664,13
us,0.47989354,0.0005227169,15
texting,0.3410666,-0.009609416,13
voice,0.39888465,-0.027166124,11
adoption,0.46715656,-0.03455042,12
conversation,0.37197214,0.005123862,14
roll,0.354018,-0.022822898,11
john,0.4339811,-0.03455599,12
entry,0.5051399,-0.036307167,13
photography,0.2230064,0.0018555981,11
streaming,0.09184402,-0.03097941,14
tyson,0.70980126,-0.031302467,20
bavcid,0.1991125,-0.013863084,13
josh,0.3348041,-0.039371487,13
pass,0.252075,-0.03209551,13
hearing,0.06756881,0.045681074,11
sticker,0.17121984,-0.027191611,11
