text,product,target,processed
New iPad Apps for Speech Therapy and Communication Are Showcased at #SXSW | @mention {link},,1,apps speech therapy communication showcased
New iPad Apps For Speech Therapy And Communication Are Showcased At The #SXSW Conference {link} #sxswi #SXSH #SXSWh #hcsm #slp,,1,apps speech therapy communication showcased conference sxsh sxswh hcsm slp
New iPad Apps for Speech Therapy and Communication Are Showcased at the #SXSW Conference {link} cc @mention @mention #sxswi,,1,apps speech therapy communication showcased conference
First 19 Apps To Download For Your #iPad 2 {link} #SXSW #in via @mention @mention,,1,first apps download
#SXSW is Apptastic! {link} #android #apps #developers #ios #iphone #smartphones,,1,apptastic android apps developers ios smartphones
"#SXSW ##tapworthy Check out iPad Design Headaches (2 Tablets, Call in the Morning) at SXSW.
{link}",,1,tapworthy check design headache tablet call morning
Vai comeÌ¤ar a palestra do  @mention ex-chief evangelist of Apple #sxsw,,1,come palestra chief evangelist
"Seen so far at #SxSW: pop-up Apple Store, pillow fight, mechanical bull, girls wearing jetpacks.",,1,seen store pillow fight mechanical bull girl wearing jetpacks
150 mm usar of Google maps ate mobile. #sxsw,,1,usar map mobile
"Not to fear, #SXSW attendees... you can pick up your iPad 2s from Apple's Austin pop-up shop! {link} via @mention",iPad,2,fear attendee pick shop
#bettersearch #sxsw Does Google weight Hotpot reviews heavier than other review sites when collecting data for local search results?,,1,bettersearch doe weight hotpot review heavier review site collecting data local search result
"#bettersearch #sxsw Google Hotpot--looks like a streamlined Yelp. Not as in-depth, though. Wondering if there is any game theory built in.",,1,bettersearch hotpot look like streamlined yelp depth though wondering game theory built
"as the search from sxsw via twitter does not work, check out google's real time search, at least you get some results #sxsw",Other Google product or service,2,search twitter doe work check real time search least result
20% of searches on Google are local searches #SXSW,,1,search local search
Another hard call this morning: Designing for the iPad or From reading to writing the genetic code. Going with the latter. #sxsw,,1,another hard call morning designing reading writing genetic code going latter
Police guard iPad 2's at Apple Store #sxsw #iPad {link},,1,police guard store
I just heard that iPads are sold out (except for a few) at Apple pop-up store #sxsw True?,,1,heard ipads sold except store true
"Share, share and share some more. #Posterous Joins The #SXSW Pile On With Posterous Events For iPhone {link} #socmedia",,2,share share share posterous join pile posterous event socmedia
"Checkins are fun, but we need to extend beyond just being fun and make checkins useful #sxsw #google",,1,checkins need extend beyond make checkins useful
Startups are talking to the captive audience here in the Apple store line. Very smart idea. Why aren't more doing it? #SXSW,,1,startup talking captive audience store line smart idea
@mention are you around #sxsw? Need a US sim for my iphone 3GS for the next 10. Wanna bring one in? #please,,1,around need next wanna bring please
"@mention Are you at #sxsw ?  || No, just watching from afar.  Couldn't help noticing buzz generated by  a shirt + arduino + android !",,1,watching afar help noticing buzz generated shirt arduino android
@mention are you in Texas? HOW IS IT?  #Apple #SXSW,,1,texas
@mention are you really coming to the Team Android Party? #sxsw,,1,really coming team android party
Tried Square?? It's a credit card reader for iPhone and Android. Amazingly simple. #SXSW impressed. {link},iPad or iPhone App,2,tried square credit card reader android amazingly simple impressed
@mention arg. It won't load on me iPhone. Not via the app store or the site. Just trying to #sxsw it and am feelin so out of touch.,iPhone,0,load store site trying feelin touch
"had to charge the #iphone every 6hours here on #sxsw. running it on lowest possible screen brightness. apple, fix your basics!",iPhone,0,charge every hour running lowest possible screen brightness basic
iPhone charging at #SXSW  {link},,1,charging
iPhone charging party in the hallway. UX and IA professionals unite! #sxsw,iPhone,2,charging party hallway professional unite
We are gearing up for the #SXSW interactive trade show! We are across from Google:  {link},,1,gearing interactive trade show across
iPhone sharing???? #sxsw #shareable,,1,sharing shareable
Arrived early to get prime seats for presentation by Google's Marissa Mayer #SXSW -KEK,,1,arrived early prime seat presentation marissa mayer
The line around the Austin Apple pop-up store? Unbelievable. #SXSW #technology #junkies,,1,line around store unbelievable technology junkies
Man gets arrested at #sxsw for not having an iPhone.  {link},,1,get arrested
"Rachael Harris! That's who I saw. That was driving me nuts. Thank you, Google. #sxsw",Google,2,rachael harris driving nut thank
I go to bars and get free drinks because I have an iPhone. #doesdroid #SXSW,iPhone,2,bar free drink doesdroid
"Thanks, Marshall Jones for the heads-up! Apple to open temporary store for #SXSW at 6th and Congress... {link}",,1,thanks marshall jones head open temporary store congress
Such a smart idea RT @mention w00t! @mention wrote about our #hollergram iPad app for #sxsw!  {link},iPad or iPhone App,2,smart idea wrote hollergram
Google's Art Project puts famous artworks into 7 billion pixels- allowing you to zoom in &amp; get an entirely different view of art. #SxSW,Google,2,project put famous artwork billion pixel allowing zoom entirely different view
Google's art project would be a great virtual field trip for kids! Museums around the world! #edtech #sxsw,Other Google product or service,2,project would great virtual field trip kid museum around world edtech
Good CNN article on why #SXSW is important to social web innovators. {link} This is why I'm bringing Griddler iPad app there.,iPad or iPhone App,2,good article important social innovator bringing griddler
Android party ... #SxSW (@mention Lustre Pearl Bar w/ 63 others) {link},,1,android party lustre pearl others
Android party #sxsw (@mention Lustre Pearl Bar w/ 19 others) {link},,1,android party lustre pearl others
Android party #sxsw (@mention Lustre Pearl Bar w/ 36 others) {link},Android,2,android party lustre pearl others
"Day 3 - Party hangover, time confused, stumbling into &quot;iPad Interfaces &amp; New Navigation Structures.&quot; Bliss. #SXSW #fb",,1,party hangover time confused stumbling interface navigation structure bliss
"Chimpit party, plutopia, google, maybe a movie. #sxsw starts today for me :)",,1,chimpit party plutopia maybe movie start today
I'm lazy as F. Is there a feed for listening to #SXSW bands on iPhone? I'm woefully unprepared for music @mention spreadsheet notwithstanding,,1,lazy feed listening band woefully unprepared music spreadsheet notwithstanding
&quot;ideas not objects&quot; Robert burner hired Ives at apple. #sxsw,,1,idea object robert burner hired ives
OH at Texas Social Media Awards: 'You don't need to ask your mother anymore. Just Google it.' #sxswi #sxsw,,1,texas social medium award need mother anymore
#sxsw Kawasaki says key to enchantment is likability of @mention trustworthiness of @mention &amp; product of @mention,,1,kawasaki say enchantment likability trustworthiness product
Apple = case study of great #mktg. At #SXSW they just showed everyone up again with buzz about the &quot;pop-up store&quot;: {link},Apple,2,case study great mktg showed everyone buzz store
RT SteveCase: Google to Launch Major New Social Network Called Circles {link} #sxsw,,1,stevecase launch major social network called circle
Google quash Circles rumours RT @mention We're not launching any products at #SXSW but we're doing plenty else {link},,1,quash circle rumour launching product plenty else
Is the Flash discussion still relevant? #SXSW #tapworthy iPad design headaches,,0,flash discussion still relevant tapworthy design headache
iPhone crashed in front of #sxsw Apple pop-up. #bestworstthingever,,1,crashed front bestworstthingever
"Got my flask &amp; my iPad . Yes,  I'm sitting on 9th st waiting for AICN screening. #sxsw #prepared # ILoveaSurprise {link}",iPad,2,flask sitting waiting aicn screening prepared iloveasurprise
"Guy just asked Google's Mayer: it can take a year to remove deadly routes from Google Maps, such as through Death Valley #SXSW",Other Google product or service,0,asked mayer take year remove deadly route map death valley
"Like you asserted, corporate is the new indie. RT @mention Well damn, Apple setting up a &quot;pop-up&quot; shop at #SXSW {link}",,1,like asserted corporate indie well damn setting shop
Can't be at  #SXSW ? well this is a nice (free) booby prize... Featured Artists - {link} #iTunes #free via  @mention,,1,well nice free booby prize featured artist itunes free
@mention at #cnngrill #sxsw rockin the #iphone couldn't be cooler {link},iPhone,2,cnngrill rockin cooler
@mention at #SXSW also known as hershel by my iPhone autocorrect. {link},,1,also known hershel autocorrect
"NYT, WSJ at #SXSW ask: Is there a future for branded, native news apps on the iPad? {link} / no there is NOT!!",iPad or iPhone App,0,future branded native news apps
"@mention at #SXSW, 9 out of 10 attendees have MAC or iPad.",iPad,2,attendee
"Startups at #SXSW, @mention is giving away free hosting. Fill out this and @mention me for a chance to win. {link}",,1,startup giving away free hosting fill chance
@mention at #sxsw: &quot;apple comes up with cool technology no one's ever heard of because they don't go to conferences&quot; (via @mention,Apple,2,come cool technology ever heard conference
@mention at #sxsw: &quot;apple comes up with cool technology no one's ever heard of because they don't go to conferences&quot; /via @mention,Apple,2,come cool technology ever heard conference
@mention at #sxsw: &quot;apple comes up with cool technology no one's ever heard of because they don't go to conferences&quot;Û,Apple,2,come cool technology ever heard conference
@mention at #sxsw: Google Will Connect the Digital &amp; Physical Worlds Through Mobile {link} and {link},Google,2,connect digital physical world mobile
"Verbs OH at #SXSW: bump, google, facebook, ping, hashable, fuck, meet, hire...(me) any more?",,1,verb bump facebook ping hashable fuck meet hire
@mention at #SXSW! Be the first to send us a pic of @mention and get a free download of our game! #Android #videogame #smartphone,Android App,2,first send free download game android videogame smartphone
Can't be at #sxsw? download their free music mix on itunes {link},,1,download free music itunes
The line at 6th &amp; Congress to enter the new Apple store wraps around 2 blocks  #SXSW,,1,line congress enter store wrap around block
I just shat a tear. RT @mention Good news for Austin-bound Apple fanboys: {link} #sxsw #ipad2,Apple,2,shat tear good news bound fanboys
I hear that Apple is opening a pop-up store downtown in the Scarborough building for SXSW and the iPad2. Cool. #SXSW #newapplestoreaustin,Apple,2,hear opening store downtown scarborough building cool newapplestoreaustin
I love that Apple was smart enough to have a popup #SXSW store. Story (+ map!) {link} tip @mention,Apple,2,love smart enough popup store story
"No, up that count to 48 as I pass charging station. #fools #sxsw @mention",,1,count pas charging station fools
Arriving at Google party at #SXSW. Small queue. 1986 here we come. Wittingly some of our group weren't born then. {link},,1,arriving party small queue come wittingly group born
80s band at google/ACLU 1986 party rocks  #SXSW  {link},Google,2,band aclu party rock
"Hoping that it will be easier to get an iPad 2 today, since 50% of the target audience is busy at #sxsw #awesometiming",iPad,2,hoping easier today since target audience busy awesometiming
A free heat map app of 4sq check-ins at #SXSW see @mention Hot Spots @mention SXSW. Now on WP7 &amp; iPhone #wedig,,1,free heat check spot wedig
Google heat map for global searches. #SXSW #Hotpot {link},,1,heat global search hotpot
"Oh, is that my excuse:? RT @mention RT @mention at #sxsw: &quot;apple comes up with cool technology ... because they don't go to conferences&quot;",Apple,2,excuse come cool technology conference
"Did... what my mom might call The Big at #SXSW. Power plant, CNN, Google, and offchain set by Trombone Shorty at PBS. So sad missed Rye Rey",,1,might call power plant offchain trombone shorty missed
Wonder what percentage of #SXSW interactive participants have an iPhone. It's gotta be high,iPhone,2,wonder percentage interactive participant gotta high
Hungover At SXSW? Use Zaarly To Get Your Gatorade And Advil {link} #BillLee #HTML #iPhone #SXSW,,1,hungover zaarly gatorade advil billlee html
@mention at Team Android party. @mention @mention just walked in. DL Appolicious app &amp; enter to win free Nexus S! #androidsxsw #sxsw,Android,2,team android party walked appolicious enter free nexus androidsxsw
Geek out at the #sxsw interactive panels with this iPad Holler Gram app. Use your iPad to display messages to others. {link},iPad,2,geek interactive panel holler gram display message others
"The line at the #sxsw Apple Popup Store was shorter than the line at the Starbucks across the street. So, I really had no choiceÛ_",,1,line popup store shorter line starbucks across street really choice
The line at the #sxsw pop-up Apple store is already around the block.  5 hrs b4 ipad2 goes on sale. {link},,1,line store already around block go sale
"The line at the apple store goes around the block. Oh, that's right, iPad 2! Also, #sxsw.",iPad,2,line store go around block right also
The band at the Google party is the most entertaining band I have ever seen #sxsw,,2,band party entertaining band ever seen
"Blackout at the hotel. In true #SXSW form, showering by the light of my iPad.",,1,blackout hotel true form showering light
The line at the popup Apple Store is phenomenal. #sxsw #apple #ipad2  {link},Apple,2,line popup store phenomenal
"Standing at the top of the steps (right side coming out onto patio). Come and say, &quot;What's up, Android?&quot; #TeamAndroid #sxsw",,1,standing step right side coming onto patio come android teamandroid
Wonder what they'll have up their sleeves RT @mention #Google Launch New #Social #Network Called #Circles {link} #sxsw,,1,wonder sleeve launch social network called circles
"VentureBeat: RT @mention On its second day in business, the Apple pop-up store appears to be trending. #sxsw #vb (@mention  {link}",Apple,2,venturebeat second business store appears trending
thats great! RT @mention Official #SXSW IPhone/iPad/iOS meetup is almost all employers looking for developers. {link},,1,thats great official meetup almost employer looking developer
÷¼ WHO? WHAT? WHERE? WHEN? WHY? ÷_ {link} ã_ #edchat #musedchat #sxsw #sxswi #classical #newTwitter,,1,edchat musedchat classical newtwitter
bout to watch the @mention live at #SXSW Apple Store for iPad 2 w/ @mention and @mention Living vicariously through all those that buy one.,iPad,2,bout watch live store living vicariously
Another late start at #sxsw #sxswi damn you google and your rocking 80's party,Google,2,another late start damn rocking party
The Spasmatics are rockin' it at the ACLU / Google party. #sxsw,Google,2,spasmatics rockin aclu party
Why has latin America not produced the next @mention or @mention ? #Latism #latam #sxsw,,1,latin america produced next latism latam
"Great location choice, and nice timing for iPad2 launch: #Apple, #HP 'popping' in for #SXSW {link}",iPad,2,great location choice nice timing launch popping
Congratulation! RT @mention Yes! Gowalla wins best Andoid app at the Team Android Choice Awards. Thanks all! #sxsw,Android App,2,congratulation gowalla win best andoid team android choice award thanks
@mention atleast you are at #sxsw. I'm not there AND I have no Ipad. #doubleloser,,1,atleast doubleloser
"William Patry, google, says most authors dont care about copyright, they care about income. #sxsw but what models?",,1,william patry say author dont care copyright care income model
No way!'Matt fricking Damon at Google party at Maggie mae's. #Sxsw @mention {link},,1,matt fricking damon party maggie
#iPhone battery doesn't last long under #sxsw usage,iPhone,0,battery last long usage
"We're creatures of habit. Google found that CTRs for blue links far outpaced green. The darker the link, the more clicks it got. #sxsw",,1,creature habit found ctrs blue outpaced green darker click
"No way! #atx #sxsw RT @mention Just found out the Apple pop-up store is scheduled to close on Sunday, let's hope it is only a rumor!",,1,atx found store scheduled close sunday hope rumor
"#CNN to launch &quot;TV everywhere&quot; service for mobile, Google TV &amp; computers: {link} by @mention  #SXSW #google",,1,cnn launch everywhere service mobile computer
We just launched our iPad app at #SXSW! Get all the details + the first edition FREE: {link},,1,launched detail first edition free
We just launched SPIN's iPad app at #SXSW. Tons of #music #photos #videos and more! Whatcha think? {link},iPad or iPhone App,2,launched spin ton music photos videos whatcha think
"HeyWire launches group chat with Facebook, Google and Twitter #sxsw {link}",,1,heywire launch group chat facebook twitter
#Google launching a &quot;major&quot; new social network at #sxsw,,1,launching major social network
#Google launching a &quot;major&quot; new social network at #sxsw ... Wonder what that can be...,,1,launching major social network wonder
"Ran the gauntlet to get a seat in ipad design talk, expect it'll be overflowing #sxsw",,1,gauntlet seat design talk expect overflowing
"5th Ave, Austin #sxsw #ipad2 lines. {link}",,1,line
You #GDGTAustin attendees are havin FUN! Happy #SXSW! Stop by on your way out. Last chance to win an iPad 2!,,1,gdgtaustin attendee havin happy stop last chance
"Going to Austin for #SXSW? The @mention Austin guide for #iPhone is free from Mar 9-15, {link} #lp",,1,going guide free
Austinjs autocorrects to Sisyphus on the iPhone. Just sayin'. #sxsw,iPhone,1,austinjs autocorrects sisyphus sayin
"I don't have a television, but still have a two-screen expierence: iPhone and iPad. #psych #SXSW",iPhone,2,television still screen expierence psych
&quot;I have my iPhone and @mention - Paul Reubens #sxsw,,1,paul reuben
"The ppl have spoken &quot;great #SXSW session w/ Bing, Google and Danny Sullivan. Bring it back next year with a LARGER room!&quot;: #qagb #sxswi",Google,2,spoken great session bing danny sullivan bring back next year larger room qagb
"Anyone leaving #sxsw with an iPhone/iPad and time to kill in airports or on flights, download Tiny Wings. You're welcome, and I'm sorry.",iPad or iPhone App,2,anyone leaving time kill airport flight download tiny wing welcome sorry
#Google Saving Drivers Time and Fuel {link} #seo #sem #googlemaps #mobile #topnews #sxsw,Other Google product or service,2,saving driver time fuel seo sem googlemaps mobile topnews
Matthew Davis/Designing for iPad- &quot;the web has been like a strip mall of content...&quot; #sxsw,iPad,2,matthew davis designing like strip mall content
Think I saw @mention or a lookalike in line for iPad 2 @mention Apple pop-up shop at #SXSW. He's got an awesome (&amp; very profitable) YouTube channel,,1,think lookalike line shop awesome profitable youtube channel
iPad giveaway for using @mention at #sxsw {link},iPad,2,giveaway using
"Stepping away from the computer, leaving my iPhone in the den.  #disconnectedSundays  #booya.  Have a good avro #SXSW",,1,stepping away computer leaving disconnectedsundays booya good avro
Win this awesome iPad from QuiBids and custom @mention case if we catch you at #SXSW wearing an openbeta VIP badge!,iPad,2,awesome quibids custom case catch wearing openbeta badge
@mention awesome. I traded in #sxsw last year for the iPad 1.,iPad,2,awesome traded last year
"RT haha, awesomely rad iPad app by @mention {link} #hollergram #sxsw (via @mention",iPad or iPhone App,2,haha awesomely hollergram
"RT haha, awesomely rad iPad app by @mention {link} #hollergram #sxsw (via @mention @mention",iPad or iPhone App,2,haha awesomely hollergram
Piece of awesomeness: Arduino + android = Flaming skulls  {link} @mention @mention #sxsw #smartthings,Android,2,piece awesomeness arduino android flaming skull smartthings
#sxsw today = @mention &amp; his iphone game and @mention &amp; @mention More and more a celeb/brand destination. #marketing,,1,today game celeb brand destination marketing
"Dude, I may actually buy an iPad 2 tomorrow. Apple will have a temporary store in downtown Austin for #SXSW! {link}",iPad,2,dude actually tomorrow temporary store downtown
Giving away an iPad 2 at this panel. Wish me luck! #sxsw,iPad,2,giving away panel wish luck
Giving away an iPad to sharers who invite the most friends to join AOS this #SXSW @mention The Ginger Man {link},iPad,2,giving away sharer invite friend join ginger
"Giving away Apple gift cards in exchange 4 serious style. Find us on 6th or by the conv cntr. U look hot, we'll do the rest. #SXSW fashion",Apple,2,giving away gift card exchange serious style find conv cntr look rest fashion
"Android may be gaining market share, but you'd never know it at #sxsw. Apparently our industry movers and shakers are Apple loyalists.",,2,android gaining market share never know apparently industry mover shaker loyalist
"Have to say, pretty smart timing for #Apple to drop the #ipad2 right on top of #SXSW. it's nearly all that anyones talking about.",iPad,2,pretty smart timing drop right nearly anyones talking
"Have to say, when I heard &quot;pop up Apple store&quot; I pictured something more along the lines of a inflatable bouncy castle. #SXSW",,1,heard store pictured something along line inflatable bouncy castle
Marissa Mayer @mention : Google Will Connect the Digital &amp; Physical Worlds Through Mobile {link} #sxsw via @mention,,1,marissa mayer connect digital physical world mobile
Marissa Mayer @mention future: not AR but &quot;contextual discovery&quot;-- image+location+personalized context+recommendations #SXSW,,1,marissa mayer future contextual discovery image location personalized context recommendation
"Marissa Mayer #sxsw Google &quot;making smart phones smarter&quot; &amp; life more efficient: knowing your sched --&gt; suggest flights, maps, weather &amp; more",Google,2,marissa mayer making smart phone smarter life efficient knowing sched suggest flight map weather
"Marissa Mayer at #SXSW: 150 M users of Google Maps for mobile. For 1st time ever, an app born for web has more use as a mobile app.",,1,marissa mayer user map mobile time ever born mobile
Marissa Mayer at #sxsw: 150 Million people use Google Maps on mobile devices. That's up 50% since Aug 2010 - {link} #in,,1,marissa mayer million people map mobile device since
Marissa Mayer demonstrating the google art project. Take a museum tour  without leaving home. Art for the masses. #sxsw,,1,marissa mayer demonstrating project take museum tour without leaving home mass
Marissa Mayer from @mention &quot;mobile is a cursor&quot; #SXSW ... Demo of next gen google maps is really impressive btw,Other Google product or service,2,marissa mayer mobile cursor demo next map really impressive
Marissa Mayer of Google speaking at #SXSW mobile phone usage of google maps surpassed online use in the past couple months,Other Google product or service,2,marissa mayer speaking mobile phone usage map surpassed online past couple month
Melissa Mayer of Google says credit card companies can predict a divorce with 98% accuracy based on spending patterns alone. #SXSW #guardian,,1,melissa mayer say credit card company predict divorce accuracy based spending pattern alone guardian
Merissa Mayer of Google - study of mail-order purchases led to 98% accuracy in predicting divorces two years in advance. #SXSW,,1,merissa mayer study mail order purchase accuracy predicting divorce year advance
Marissa Mayer rechristening augmented reality as &quot;contextual discovery at #sxsw #sxswi #google #tcs_dw,,1,marissa mayer rechristening augmented reality contextual discovery tcs
"Marissa Mayer talks the future of Google maps and discusses Hotpot, its answer to location-based ratings and recommendations #SXSW -KEK",Other Google product or service,2,marissa mayer talk future map discus hotpot answer location based rating recommendation
Marissa Mayer-taking phone location data from a ski hill and laying the elapsed movement of skiiers onto Google maps. #sxsw,,1,marissa mayer taking phone location data hill laying elapsed movement skiiers onto map
"Marissa Mayer, Google, says 40% of Google Maps usage is local. Google Maps has more than 150m users a day. #sxsw",,1,marissa mayer say map usage local map user
"Marissa Mayer, VP Consumer Products for Google, doing great job at #SXSW. Audience has tons of respect for what Google is doing w/ location.",Google,2,marissa mayer consumer product great audience ton respect location
"Marissa Mayer, VP of Search at Google is on live from #sxsw in just a few moments {link}",,1,marissa mayer search live moment
"Marissa Mayer: &quot;Our focus is on location based services.&quot; Demoed Hotpot, Google Maps, vector maps, augmented reality. #sxsw #webvisions",Google,2,marissa mayer focus location based service demoed hotpot map vector map augmented reality webvisions
Marissa Mayer: #Google wil connect the digital &amp; physical worlds through mobile  {link}  #SXSW,Google,2,marissa mayer connect digital physical world mobile
Marissa Mayer: #Google Will Connect the #Digital &amp; Physical Worlds Through #Mobile {link} #SXSW,,1,marissa mayer connect digital physical world mobile
Marissa Mayer: #Google Will Connect the Digital &amp; Physical Worlds Through Mobile {link} #SXSW #SXSWi,,1,marissa mayer connect digital physical world mobile
Marissa Mayer: 40% Of Google Maps Usage Is Mobile (And There Are 150 Million Mobile Users) {link} #google #SXSW #TC,,1,marissa mayer map usage mobile million mobile user
Marissa Mayer: 40% Of Google Maps Usage Is Mobile (And There Are 150 Million MobileåÊUsers) {link} via @mention #SXSW $GOOG,,1,marissa mayer map usage mobile million mobile user goog
Marissa Mayer: 40% Of Google Maps Usage Is Mobile. Surprised it isn't way north of 50% #sxsw {link},,1,marissa mayer map usage mobile surprised north
Marissa Mayer: Check-ins are fun but what do you get from them?  Thats why google is testing loyalty offers.  Watch out foursquare. #sxsw,,2,marissa mayer check thats testing loyalty offer watch foursquare
"Marissa Mayer: Google maps should have better customer service, quicker responses. #sxsw #FH",Other Google product or service,0,marissa mayer map better customer service quicker response
Marissa Mayer: Google Will Connect the Digital &amp; Physical Worlds Through Mobile - {link} #sxsw,,1,marissa mayer connect digital physical world mobile
Marissa Mayer: Google Will Connect the Digital &amp; Physical Worlds Through Mobile - {link} #SXSW,,1,marissa mayer connect digital physical world mobile
Marissa Mayer: Google Will Connect the Digital &amp; Physical Worlds Through Mobile - {link} #sxsw (via @mention,,1,marissa mayer connect digital physical world mobile
Marissa Mayer: Google Will Connect the Digital &amp; Physical Worlds Through Mobile - {link} #sxsw {link},,1,marissa mayer connect digital physical world mobile
Marissa Mayer: Google Will Connect the Digital &amp; Physical Worlds Through Mobile - on.mash.to/fHDCfn #sxsw,,1,marissa mayer connect digital physical world mobile mash fhdcfn
Marissa Mayer: Google Will Connect the Digital &amp; Physical Worlds Through Mobile {link} #mobile #sxsw,,1,marissa mayer connect digital physical world mobile mobile
Marissa Mayer: Google Will Connect the Digital &amp; Physical Worlds Through Mobile: {link} #google #sxsw #mobile #hotpot,Google,2,marissa mayer connect digital physical world mobile mobile hotpot
Marissa Mayer: Location and contextual discovery will enable mobile devices to make us more efficient.  e.g. Google Places w/Hotpot #sxsw,Other Google product or service,2,marissa mayer location contextual discovery enable mobile device make efficient place hotpot
"Marissa Mayer's preso at #sxsw was good. Big ad for Google, which is fine. She was good. I expected more. Other attendees' thoughts?",,1,marissa mayer preso good fine good expected attendee thought
Nothing says DOUCHE CAKE like walking around with a IPAD like it's an Iphone #sxsw,iPad,0,nothing say douche cake like walking around like
"Google plays down social network Circles at #SxSW {link} - FB needs a rival, even if it's just to keep them on their toes",Google,1,play social network circle need rival even keep toe
Crowley says no hard feelings towards Google after Dodgeball experience. Says they would be good partner. #SXSW #checkins,Google,2,crowley say hard feeling towards dodgeball experience say would good partner checkins
really amazing to see so many people putting up with Apple's Notes app on the iPad at #SXSW,iPad or iPhone App,0,really amazing many people putting note
really amazing to see so many people putting up with Apple's Notes app on the iPad at #SXSW:  {link},iPad or iPhone App,0,really amazing many people putting note
Google web fonts...pretty... #sxsw #tradeshow {link},Other Google product or service,2,font pretty tradeshow
Expect mob scenes on W 6th St &amp; Congress {link} #sxsw #ipad2,,1,expect scene congress
Chrome Web Store: Google calls it the HTML5 Hot Tub #sxsw #steamy #hot #nerds,Other Google product or service,2,chrome store call html steamy hot nerds
"In #SXSW Ballroom D for @mention from @mention 
one seat reserved in the fourth row if anyone wants to join #HTXSW",,1,ballroom seat reserved fourth anyone want join htxsw
Cool new band alert at #SXSW. Check out A House A Home. Google them now! {link},,1,cool band alert check house home
Miss the Battelle Interview About IPad 2 &amp;Social Media last week? Find it here [video] {link} #sxsw,,1,miss battelle interview social medium last week find video
Apple grabbed the tablet mindshare at #sxsw but RIM owns one of the most popular events. #foodspotting   {link} ~@mention,,1,grabbed tablet mindshare owns popular event foodspotting
Apple grabbed the tablet mindshare at #sxsw but RIM owns one of the most popular events. #foodspotting #mnbuzz  {link},Apple,2,grabbed tablet mindshare owns popular event foodspotting mnbuzz
Funny to be at the PSFK session sponsored by Microsoft. All they do is to talk about Apple. #SXSW,,1,funny psfk session sponsored microsoft talk
Going to be awesome! RT @mention Gallery of original Daniel Johnston art going up at tomorrow's #GSDM + #Google industry party.  #sxsw,,1,going awesome gallery original daniel johnston going tomorrow gsdm industry party
Going to be big if Google gets it: Using Q&amp;A Site Hipster If YouÛªre At SXSW  {link} #sxsw #tech #social,,1,going get using site hipster tech social
About to be interviewed by Mashable while waiting in line at the popup Apple Store at #SxSW.,,1,interviewed mashable waiting line popup store
@mention be sure to use our FREE App for checking out the bands at #SXSW! {link},,2,sure free checking band
Line has been wrapped around the block all day #apple #ipad2 #sxsw,,1,line wrapped around block
"See a member of our team carrying one of these bags at #SXSW, show them your Wolfram|App &amp; get a W|A iPhone case! {link}",,1,member team carrying bag show wolfram case
"See a member of our team with this bag at #sxsw, show them your Wolfram App &amp; get a W|A case for your iPhone!  {link}",,1,member team show wolfram case
"Enjoying Berkowitz talk about RFID and NCF...impact on mobile, retail. Would you carry a NFC phone? Google bullish #sxsw ballroom E",,2,enjoying berkowitz talk rfid impact mobile retail would carry phone bullish ballroom
Any blackberry apps for #sxsw ?? Pls let @mention and I know...cheers...will have iphone too...:-),,1,blackberry apps know cheer
@mention Best thing I've heard at #SXSW &quot;I gave my iPad 2 money to #Japan relief. I don't need an iPad 2.(@mention @mention #SXSWGOOD,iPad,0,best thing heard gave money japan relief need sxswgood
RT globalbestaward Holler Gram for iPad on iTunes Store: {link} via @mention all you #SXSW-sters great App from #MadebyMany,iPad or iPhone App,2,globalbestaward holler gram itunes store sters great madebymany
"The next big thing? Hmmm. RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw",Google,2,next thing hmmm launch major social network called circle possibly today
"Could be big&gt;&gt;#Google to Launch Major New #Social Network Called #Circles, Possibly Today - {link} #tech #sxsw",,1,could launch major social network called circles possibly today tech
70% of mobile hits on Texas Tribune come from apple devices. Cor. Via Niran Babalola #sxsw,,1,mobile hit texas tribune come device niran babalola
"AOL, T-Mobile Launch 'Play' Android App {link} via @mention #sxsw",,1,mobile launch play android
Hey #nerdbird crew - grab our app and snap some freak pics! {link} #SXSW,,1,nerdbird crew grab snap freak pic
Success! Blah panel but found an open outlet to charge up the old iPad. #SxSW #fb,,1,success blah panel found open outlet charge
Too quotable --&gt; RT ÛÏ@mention &quot;Apple is the most elegant fascist company in America.&quot; #flip-board #SXSW,Apple,0,quotable elegant fascist company america flip board
(-: Mashable! - The iPad 2 Takes Over SXSW [VIDEO] #ipad #sxsw #gadgets {link} {link},,1,mashable take video gadgets
@mention blogging from your iPad notes the next step. Hope you are having a great time. #SXSW,iPad,2,blogging note next step hope great time
Will somebody write an app that lets me consistently type &quot;SHIT&quot; on my goddamn iphone? Hey #sxsw ... jump on that.,iPhone,0,somebody write let consistently type shit goddamn jump
"Post-Facebook Deal, #Beluga Gets A Final #SXSW Tune-Up {link} #tc #facebook #iphone",,1,post facebook deal beluga get final tune facebook
"Post-Facebook Deal, Beluga Gets A Final SXSW Tune-Up {link} #beluga #Facebook #iphone #SXSW",,1,post facebook deal beluga get final tune beluga facebook
"Post-Facebook Deal, Beluga Gets A Final SXSW Tune-Up {link} #ButFacebook #FastSociety #iPhone #SXSW",,1,post facebook deal beluga get final tune butfacebook fastsociety
